,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2215,579367176034209406,https://www.airbnb.com/rooms/579367176034209406,20240917031409,2024-09-17,city scrape,Grazioso trilocale,"Lovely three-room apartment consisting of two bedrooms, bathroom, kitchenette, living room and small balcony. <br />Finely furnished property equipped with air conditioning, armored door and laminate parquet.<br />400 meters from the Fair, nearby there are bars, supermarkets, restaurants.<br />Several buses pass through downtown (28, 20), station (35, 21, 39).",,https://a0.muscache.com/pictures/a17c24b7-6432-47b3-9d78-eb4797cf1936.jpg,68660143,https://www.airbnb.com/users/show/68660143,Francesco,2016-04-24,"Bologna, Italy","Ho deciso di essere host di Airbnb dal 2016. Mi piace viaggiare e conoscere persone nuove. Questo sito ti permette di avere scambi culturali provenienti da ogni angolo del mondo

I've decided to be an Airbnb host since 2016. I like traveling and meeting new people. This site allows you to have cultural exchanges from every corner of the world",within an hour,100%,42%,f,https://a0.muscache.com/im/pictures/user/a0e8114a-442d-4ce8-9ff5-b08005aec4d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0e8114a-442d-4ce8-9ff5-b08005aec4d9.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,San Donato - San Vitale,,44.50802,11.36188,Private room in condo,Private room,1,1.0,1 shared bath,2.0,2.0,"[""Pets allowed"", ""TV"", ""Wifi"", ""Kitchen"", ""Air conditioning"", ""Washer""]",$91.00,1,365,1,1,365,365,1.0,365.0,,t,28,58,88,363,2024-09-17,12,2,0,2022-03-20,2024-04-21,4.25,4.42,4.25,4.25,4.75,4.33,4.0,,f,2,0,2,0,0.39
2229,583352867623272432,https://www.airbnb.com/rooms/583352867623272432,20240917031409,2024-09-17,city scrape,BUS STOP nr. 14,"Accommodation 3.5 km from the centre, very close to the 14 bus stop (which leads directly to the Sant'Orsola hospital, in via Rizzoli and in via Ugo Bassi) as well as the 25 and 37 stops (which take you to the Central Station and from there also to the Fair). The area is quiet and well looked after, nearby there is every type of necessary service: supermarket, pizzeria, restaurant, green spaces. Upon request, I can organize guided tours around Bologna and the rest of Italy. Flexible check-in",,https://a0.muscache.com/pictures/ba28c7ee-10d4-4e01-8055-83fb07ca574a.jpg,76355687,https://www.airbnb.com/users/show/76355687,Francesco,2016-06-07,"Bologna, Italy",,within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/4c80a576-3244-4aab-8597-289aaa998c37.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c80a576-3244-4aab-8597-289aaa998c37.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,San Donato - San Vitale,,44.49333,11.39035,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Dining table"", ""Private living room"", ""Window guards"", ""Breakfast"", ""Paid dryer \u2013 In unit"", ""Hangers"", ""Safe"", ""Stove"", ""Essentials"", ""Hot water kettle"", ""Cleaning products"", ""Game console"", ""Exterior security cameras on property"", ""Oven"", ""Dishwasher"", ""Iron"", ""Body soap"", ""Board games"", ""Extra pillows and blankets"", ""Wifi"", ""Private entrance"", ""Wine glasses"", ""Free parking on premises"", ""Refrigerator"", ""Free street parking"", ""Lock on bedroom door"", ""Paid parking off premises"", ""Hot water"", ""Conditioner"", ""Shampoo"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Baking sheet"", ""First aid kit"", ""Cooking basics"", ""Outlet covers"", ""Freezer"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Smoke alarm"", ""Books and reading material"", ""Smoking allowed"", ""Host greets you"", ""Laundromat nearby"", ""Outdoor dining area"", ""Shared backyard \u2013 Not fully fenced"", ""Coffee maker: Nespresso"", ""Shower gel"", ""Single level home"", ""Exercise equipment: stationary bike"", ""Gym"", ""Paid washer \u2013 In building"", ""Coffee"", ""Bidet"", ""Microwave"", ""TV"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Air conditioning"", ""Carbon monoxide alarm""]",$80.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,180,2024-09-17,35,10,1,2022-04-25,2024-09-15,4.86,4.91,4.8,4.89,4.94,4.57,4.66,,f,3,1,2,0,1.2
2230,584502814138647282,https://www.airbnb.com/rooms/584502814138647282,20240917031409,2024-09-17,previous scrape,Casa di Eli,"PRIVATE ROOM IN SHARED HOUSE<br /><br />Large master bedroom with air conditioning in a cozy, new and quiet house as it only overlooks the interiors.<br />The apartment is in a quiet and very well-served area, 15 minutes from downtown and with the possibility of free street parking.<br />The room is private but the house is shared with me: all spaces are at your complete disposal, including kitchen, washing machine, living room and living terrace... feel at home :)",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTg0NTAyODE0MTM4NjQ3Mjgy/original/6c08ac98-c3fa-48af-972d-a3487c179237.jpeg,13865892,https://www.airbnb.com/users/show/13865892,Elisa,2014-04-03,"Bologna, Italy",,,,100%,f,https://a0.muscache.com/im/pictures/user/4f242b6e-8cd7-489a-b13c-de1a7e9dc52e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f242b6e-8cd7-489a-b13c-de1a7e9dc52e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Savena,,44.481606,11.382226,Private room in condo,Private room,2,,1 shared bath,,,"[""Bed linens"", ""Dining table"", ""Hangers"", ""Essentials"", ""Oven"", ""Private patio or balcony"", ""Dishwasher"", ""Iron"", ""Body soap"", ""Extra pillows and blankets"", ""Wifi"", ""Wine glasses"", ""Courtyard view"", ""Refrigerator"", ""Free street parking"", ""Lock on bedroom door"", ""Drying rack for clothing"", ""Hot water"", ""Shampoo"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Induction stove"", ""Cooking basics"", ""Baking sheet"", ""Freezer"", ""Books and reading material"", ""Host greets you"", ""Outdoor dining area"", ""Washer"", ""Shower gel"", ""Coffee"", ""Bidet"", ""Microwave"", ""TV"", ""Outdoor furniture"", ""Central heating"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Air conditioning""]",,2,6,2,2,6,6,2.0,6.0,,t,0,0,0,0,2024-09-17,3,1,0,2022-04-30,2024-03-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,0,1,0,0.1
2235,588856361839064907,https://www.airbnb.com/rooms/588856361839064907,20240917031409,2024-09-17,city scrape,Appartamento zona murri,"Apartment with host who speaks Italian, English and Spanish. Very spacious with wifi and very modern! It is in a nice area of the city, very quiet and safe",,https://a0.muscache.com/pictures/miso/Hosting-588856361839064907/original/953fd5e9-0022-4dad-b2f8-054676e037d2.jpeg,29588159,https://www.airbnb.com/users/show/29588159,Paula,2015-03-18,"Bogota, Colombia",,a few days or more,42%,57%,f,https://a0.muscache.com/im/users/29588159/profile_pic/1426725865/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29588159/profile_pic/1426725865/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,,Santo Stefano,,44.47432,11.37503,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Dishes and silverware"", ""Cleaning products"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Bidet"", ""Shared patio or balcony"", ""Wifi"", ""Central heating"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Hammock"", ""Lock on bedroom door"", ""Air conditioning"", ""Hot water"", ""Washer""]",$40.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,4,19,294,2024-09-17,19,5,0,2022-03-26,2024-05-04,4.89,4.89,4.68,4.74,4.79,4.37,4.74,,f,2,0,2,0,0.63
2240,592060715147734683,https://www.airbnb.com/rooms/592060715147734683,20240917031409,2024-09-17,city scrape,APPARTAMENTO FERRARESE 141,"Beautifully renovated apartment in March 2022, consisting of 2 bedrooms with mini bar, a bathroom, laundry, living room with bar corner and sofa bed.<br />I rent a pink room and if necessary (if more than 2 guests) the living room with double sofa bed.<br /><br />Strategic location, a few minutes from the motorway exit ""Bologna Fiera"" (1.2 km walk from the main entrance), 15 minutes from Marconi Airport, 20 minutes walk from the train station and the city center.",,https://a0.muscache.com/pictures/0282d427-8754-4a33-896a-f45ac71c6f72.jpg,400240155,https://www.airbnb.com/users/show/400240155,Rossella,2021-05-06,,,within a few hours,75%,11%,f,https://a0.muscache.com/im/pictures/user/d340974a-ce2a-4b4a-933e-7b42a1104cf5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d340974a-ce2a-4b4a-933e-7b42a1104cf5.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Navile,,44.51309,11.35373,Private room in condo,Private room,3,1.0,1 shared bath,2.0,2.0,"[""Bed linens"", ""Paid parking on premises"", ""Hangers"", ""Clothing storage: closet and dresser"", ""Essentials"", ""Cleaning products"", ""Iron"", ""Body soap"", ""Heating"", ""Extra pillows and blankets"", ""Wifi"", ""Refrigerator"", ""Drying rack for clothing"", ""Hot water"", ""Shampoo"", ""Room-darkening shades"", ""Dishes and silverware"", ""Mosquito net"", ""Record player"", ""Portable fans"", ""Washer"", ""Bidet"", ""Free dryer \u2013 In unit"", ""TV"", ""Hair dryer""]",$59.00,1,30,1,1,30,30,1.0,30.0,,t,8,33,63,338,2024-09-17,35,10,0,2022-04-25,2024-08-17,4.91,4.91,4.94,4.83,4.89,4.74,4.77,,f,1,0,1,0,1.2
2248,594738033916592811,https://www.airbnb.com/rooms/594738033916592811,20240917031409,2024-09-17,city scrape,BELLISSIMO APPARTAMENTO IN PIENO CENTRO STORICO 2,"Beautiful room overlooking a crazy most beautiful area of Bologna.<br /><br />Charming and large apartment full of light in the heart of the historical center of the city in a stone's throw from Via del Pratello, full of bars and restaurants, and from the other main points of interest. <br /><br />Area very well served by taxis and main bus lines.",,https://a0.muscache.com/pictures/09992217-74bf-48b0-be2f-51e1354aaf7c.jpg,23351277,https://www.airbnb.com/users/show/23351277,Flavia,2014-11-04,"Bologna, Italy",,within an hour,92%,100%,f,https://a0.muscache.com/im/pictures/user/e962cdbc-16ff-496a-a5dc-71740ea58d4a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e962cdbc-16ff-496a-a5dc-71740ea58d4a.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Porto - Saragozza,,44.49476,11.33586,Private room in condo,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Coffee maker: pour-over coffee"", ""Dining table"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""City skyline view"", ""Dishwasher"", ""HDTV"", ""Refrigerator"", ""Wifi \u2013 11 Mbps"", ""Lock on bedroom door"", ""Drying rack for clothing"", ""Hot water"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Pocket wifi"", ""Paid parking lot off premises"", ""Smoking allowed"", ""Paid parking lot on premises"", ""Portable fans"", ""Laundromat nearby"", ""Single level home"", ""Stainless steel gas stove"", ""Long term stays allowed"", ""Clothing storage: closet and wardrobe"", ""Bidet"", ""Microwave"", ""Central heating"", ""Elevator"", ""Hair dryer"", ""Kitchen""]",$69.00,2,90,2,2,1125,1125,2.0,1125.0,,t,0,19,49,226,2024-09-17,53,19,1,2022-04-07,2024-08-19,4.53,4.66,4.64,4.58,4.62,4.75,4.26,,t,3,2,1,0,1.78
2250,596115272964024223,https://www.airbnb.com/rooms/596115272964024223,20240917031409,2024-09-17,city scrape,Look-out: vista magnifica e bagno privato,"Entire second independent floor of an apartment on the porch of the services: 550 meters from the Two Towers, in a building of 1850 linked by Fine Arts. The strategic location in the heart of downtown allows you to visit the historic center easily on foot.<br /><br />1 bath on the floor<br />1 double bedroom<br />Fridge, Nespresso machine and kettle;<br /><br />Unique view of the porch and the Basilica of Santa Maria dei Servi (14th century) and a quiet inner courtyard. Bed linen and towels included.",,https://a0.muscache.com/pictures/miso/Hosting-596115272964024223/original/efd4cf8c-b8fd-4fcb-a838-8add40a49512.jpeg,16031215,https://www.airbnb.com/users/show/16031215,Anna,2015-03-17,"Bologna, Italy",,within a few hours,100%,88%,t,https://a0.muscache.com/im/users/16031215/profile_pic/1444218049/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16031215/profile_pic/1444218049/original.jpg?aki_policy=profile_x_medium,,1,2,['phone'],t,t,,Santo Stefano,,44.49241,11.35293,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Smart lock"", ""City skyline view"", ""Iron"", ""Dedicated workspace"", ""Self check-in"", ""Heating"", ""Wifi"", ""Crib"", ""Hair dryer"", ""Courtyard view"", ""Air conditioning""]",$117.00,1,365,1,1,365,365,1.0,365.0,,t,10,38,68,84,2024-09-17,78,10,1,2022-04-10,2024-09-01,4.86,4.86,4.96,4.97,4.95,4.97,4.64,,f,1,0,1,0,2.62
2258,599144497029207064,https://www.airbnb.com/rooms/599144497029207064,20240917031409,2024-09-17,city scrape,Colors double room 1 - university life day & night,"Large double room of 20 sqm, with private bathroom in a newly renovated apartment.<br />In the heart of the historic centre and next to the walls of the year one thousand, just 400 meters from the Two Towers. In the middle of the university area and its energy, in one of the liveliest streets - it’s possible some noise in the evening! ;)<br />Wi-fi, air conditioning, heating system. Sheets, towels, hairdryer in the bathroom.<br />Access with self check-in after 15.00. Mandatory check-out by 11.00",,https://a0.muscache.com/pictures/miso/Hosting-599144497029207064/original/8e74d953-5030-4bc5-ba42-b92bbf02f5f3.jpeg,11890324,https://www.airbnb.com/users/show/11890324,Silvia E Jacopo,2014-02-03,"Bologna, Italy","Ciao! Io e il mio compagno Jacopo saremo i vostri host: entrambi di Bologna amiamo la buona cucina e parlare di cibo, amiamo i libri e i gatti. Amiamo anche il mare, ma quello purtroppo a Bologna ancora non c'è!
Hi! My partner Jacopo and I will be your hosts: both born in Bologna, we love cuisine and talk about food, we love books and cats. We love the sea too, but it's not there in Bologna so far!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_x_medium,,16,18,"['email', 'phone']",t,t,,Santo Stefano,,44.494488,11.351966,Private room in vacation home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Clothing storage: wardrobe"", ""Hangers"", ""Essentials"", ""Hot water kettle"", ""Body soap"", ""Wifi"", ""Refrigerator"", ""Lock on bedroom door"", ""Hot water"", ""Shampoo"", ""Room-darkening shades"", ""Dedicated workspace"", ""Self check-in"", ""Smoke alarm"", ""Pets allowed"", ""Bidet"", ""Lockbox"", ""Central heating"", ""Hair dryer"", ""Air conditioning"", ""Carbon monoxide alarm""]",$133.00,1,365,1,2,21,99,2.0,69.6,,t,13,30,51,70,2024-09-17,59,13,3,2022-05-03,2024-09-03,4.76,4.86,4.8,4.75,4.9,4.58,4.61,037006-AF-00482,t,15,10,5,0,2.04
2262,601846643260918013,https://www.airbnb.com/rooms/601846643260918013,20240917031409,2024-09-17,city scrape,Quadri tower - single room 5,"Single room with balcony overlooking medieval tower. Bathroom shared with another single room.<br />In the heart of the old town, net to the ancient walls of the year one thousand, at 400mt from the Two Towers. In the middle of the university district and its energy, in one of the liveliest streets - it’s possible some noise in the evening! ;)<br />Wi-fi, air conditioning, heating system. Sheets, towels, hairdryer in the bathroom.<br />Access with self check-in after 15.00. Mandatory check-out by 11.00",,https://a0.muscache.com/pictures/miso/Hosting-601846643260918013/original/9c7560b9-0f8d-4a9c-80b3-8454f3f30537.jpeg,11890324,https://www.airbnb.com/users/show/11890324,Silvia E Jacopo,2014-02-03,"Bologna, Italy","Ciao! Io e il mio compagno Jacopo saremo i vostri host: entrambi di Bologna amiamo la buona cucina e parlare di cibo, amiamo i libri e i gatti. Amiamo anche il mare, ma quello purtroppo a Bologna ancora non c'è!
Hi! My partner Jacopo and I will be your hosts: both born in Bologna, we love cuisine and talk about food, we love books and cats. We love the sea too, but it's not there in Bologna so far!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_x_medium,,16,18,"['email', 'phone']",t,t,,Santo Stefano,,44.494678,11.351896,Private room in vacation home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Bed linens"", ""Clothing storage: wardrobe"", ""Hangers"", ""Safe"", ""Essentials"", ""Body soap"", ""Wifi"", ""Patio or balcony"", ""Lock on bedroom door"", ""Hot water"", ""Shampoo"", ""Room-darkening shades"", ""Dedicated workspace"", ""Self check-in"", ""Smoke alarm"", ""Pets allowed"", ""Bidet"", ""Lockbox"", ""Central heating"", ""Hair dryer"", ""Air conditioning""]",$110.00,1,365,2,2,15,15,2.0,15.0,,t,23,45,71,93,2024-09-17,67,17,2,2022-05-14,2024-08-29,4.82,4.85,4.92,4.93,4.9,4.82,4.54,037006-AF-00482,t,15,10,5,0,2.34
2263,603311621679167860,https://www.airbnb.com/rooms/603311621679167860,20240917031409,2024-09-17,city scrape,Asinelli suite- Casa Venturini- centro di Bologna,"In Casa Venturini you will find three suites, Asinelli, Prendiparte and Garisenda, all spacious, elegant, with private bathroom, equipped with every comfort and above all within walking distance of all the attractions of the city. <br />Enjoy a stylish vacation at this amazing downtown suite.",,https://a0.muscache.com/pictures/miso/Hosting-603311621679167860/original/6d140f31-b271-4c0d-bc93-ce153f8f1ddb.jpeg,453912407,https://www.airbnb.com/users/show/453912407,Chiara,2022-04-12,"Bologna, Italy",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-453912407/original/48d644d0-90ae-489b-91d4-0f802bef8e26.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-453912407/original/48d644d0-90ae-489b-91d4-0f802bef8e26.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Santo Stefano,,44.49916076660156,11.345382690429688,Private room in rental unit,Private room,4,1.0,1 private bath,1.0,2.0,"[""Bed linens"", ""Paid parking on premises"", ""Clothing storage: closet"", ""Hangers"", ""Safe"", ""Essentials"", ""Smart lock"", ""Body soap"", ""Heating"", ""Wifi"", ""Lock on bedroom door"", ""Hot water"", ""Shampoo"", ""Self check-in"", ""Shower gel"", ""Bidet"", ""TV"", ""Hair dryer"", ""Air conditioning""]",$101.00,2,365,1,2,365,365,2.0,365.0,,t,10,22,52,311,2024-09-17,119,45,1,2022-04-17,2024-09-09,4.79,4.83,4.98,4.75,4.91,4.93,4.71,,f,3,0,3,0,4.03
2265,603409962122570831,https://www.airbnb.com/rooms/603409962122570831,20240917031409,2024-09-17,city scrape,Garisenda suite -Casa Venturini- centro di Bologna,"In Casa Venturini you will find three suites, Asinelli, Prendiparte and Garisenda, all spacious, elegant, with private bathroom, equipped with every comfort and above all within walking distance of all the attractions of the city.<br />Enjoy a stylish vacation at this amazing downtown suite.",,https://a0.muscache.com/pictures/a400fda8-16fc-4c5f-9119-66efc93879d0.jpg,453912407,https://www.airbnb.com/users/show/453912407,Chiara,2022-04-12,"Bologna, Italy",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-453912407/original/48d644d0-90ae-489b-91d4-0f802bef8e26.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-453912407/original/48d644d0-90ae-489b-91d4-0f802bef8e26.jpeg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Santo Stefano,,44.49799,11.34489,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bed linens"", ""Paid parking on premises"", ""Clothing storage: closet"", ""Hangers"", ""Safe"", ""Essentials"", ""Body soap"", ""HDTV"", ""Wifi"", ""Lock on bedroom door"", ""Hot water"", ""Shampoo"", ""Self check-in"", ""Books and reading material"", ""Keypad"", ""Shower gel"", ""Bidet"", ""Central heating"", ""Hair dryer"", ""Air conditioning""]",$86.00,2,365,1,2,365,365,2.0,365.0,,t,4,24,54,311,2024-09-17,146,59,4,2022-04-16,2024-09-11,4.84,4.78,4.97,4.82,4.95,4.95,4.72,,f,3,0,3,0,4.94
2272,606432692825547187,https://www.airbnb.com/rooms/606432692825547187,20240917031409,2024-09-17,city scrape,Fresh colors - single room 4,"Single room with desk and wardrobe. Bathroom shared with another single room.<br />In the heart of the old town, at a few steps from the Two Towers and all main attractions. In the middle of the university district and its energy, in one of the liveliest streets - There's noise in the evening! ;)<br /><br />Wi-fi, air conditioning, heating system. Sheets, towels, hairdryer in the bathroom.<br />Access with self check-in after 15.00. Mandatory check-out by 11.00<br />No luggage storage",,https://a0.muscache.com/pictures/miso/Hosting-606432692825547187/original/c5b331e6-57ac-4ebe-ad41-0501b062be8a.jpeg,11890324,https://www.airbnb.com/users/show/11890324,Silvia E Jacopo,2014-02-03,"Bologna, Italy","Ciao! Io e il mio compagno Jacopo saremo i vostri host: entrambi di Bologna amiamo la buona cucina e parlare di cibo, amiamo i libri e i gatti. Amiamo anche il mare, ma quello purtroppo a Bologna ancora non c'è!
Hi! My partner Jacopo and I will be your hosts: both born in Bologna, we love cuisine and talk about food, we love books and cats. We love the sea too, but it's not there in Bologna so far!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_x_medium,,16,18,"['email', 'phone']",t,t,,Santo Stefano,,44.494678,11.351896,Private room in vacation home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Dedicated workspace"", ""Pets allowed"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Heating"", ""Lockbox"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning"", ""Hot water"", ""Essentials""]",$118.00,1,365,2,2,15,15,2.0,15.0,,t,27,37,67,89,2024-09-17,66,25,1,2022-05-01,2024-08-28,4.7,4.77,4.88,4.8,4.83,4.59,4.33,037006-AF-00482,t,15,10,5,0,2.27
2273,606439201773812013,https://www.airbnb.com/rooms/606439201773812013,20240917031409,2024-09-17,city scrape,Inspiring circle - double room 3,"Large double room of 20 sqm, with private bathroom in a newly renovated apartment.<br />In the heart of the historic centre and close to the walls of the year one thousand, just 400 meters from the Two Towers. In the middle of the university area and its energy, in one of the liveliest streets - it’s possible some noise in the evening! ;)<br />Wi-fi, air conditioning, heating system. Sheets, towels, hairdryer in the bathroom.<br />Access with self check-in after 15.00. Mandatory check-out by 11.00",,https://a0.muscache.com/pictures/miso/Hosting-606439201773812013/original/11b8c1ca-08d4-49ae-ba3f-bfa1d26f7a6a.jpeg,11890324,https://www.airbnb.com/users/show/11890324,Silvia E Jacopo,2014-02-03,"Bologna, Italy","Ciao! Io e il mio compagno Jacopo saremo i vostri host: entrambi di Bologna amiamo la buona cucina e parlare di cibo, amiamo i libri e i gatti. Amiamo anche il mare, ma quello purtroppo a Bologna ancora non c'è!
Hi! My partner Jacopo and I will be your hosts: both born in Bologna, we love cuisine and talk about food, we love books and cats. We love the sea too, but it's not there in Bologna so far!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/11890324/profile_pic/1392140924/original.jpg?aki_policy=profile_x_medium,,16,18,"['email', 'phone']",t,t,,Santo Stefano,,44.494678,11.351896,Private room in vacation home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Hot water kettle"", ""Refrigerator"", ""Dedicated workspace"", ""Pets allowed"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Heating"", ""Lockbox"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning"", ""Hot water"", ""Essentials""]",$143.00,1,365,1,2,21,99,2.0,69.6,,t,20,48,69,93,2024-09-17,53,16,0,2022-04-29,2024-08-09,4.79,4.92,4.92,4.87,4.92,4.66,4.68,037006-AF-00482,t,15,10,5,0,1.82
